date,volume,open,close,high,low,symbol
2019-02-28,20774.0,11.39,11.35,11.5,11.2624,ACMR
2019-03-01,13447.0,11.5,11.6,11.64,11.4269,ACMR
2019-03-04,103742.0,11.6,12.43,12.48,11.6,ACMR
2019-03-05,154184.0,12.42,13.35,13.36,12.42,ACMR
2019-03-06,124485.0,13.35,12.68,13.35,12.49,ACMR
2019-03-07,199126.0,12.95,11.09,12.95,10.65,ACMR
2019-03-08,50931.0,10.91,11.65,11.99,10.91,ACMR
2019-03-11,51759.0,11.76,11.86,12.0,11.54,ACMR
2019-03-12,50868.0,11.9799,11.89,11.98,11.685,ACMR
2019-03-13,100582.0,11.88,12.66,12.89,11.87,ACMR
2019-03-14,340944.0,12.77,13.8,14.0,12.75,ACMR
2019-03-15,151310.0,13.84,13.65,13.88,13.24,ACMR
2019-03-18,405788.0,13.63,14.87,14.9,13.52,ACMR
2019-03-19,719051.0,14.88,15.95,17.5,14.82,ACMR
2019-03-20,307635.0,15.68,15.93,16.3899,14.5008,ACMR
2019-03-21,108892.0,15.91,16.44,16.68,15.9,ACMR
2019-03-22,159124.0,16.26,14.48,16.32,14.28,ACMR
2019-03-25,110089.0,14.93,15.16,15.5,14.47,ACMR
2019-03-26,161086.0,15.04,15.8,16.0,15.04,ACMR
2019-03-27,75566.0,15.75,15.08,15.8714,14.86,ACMR
2019-03-28,55934.0,15.08,15.15,15.27,14.6,ACMR
2019-03-29,69511.0,15.38,15.43,15.58,14.75,ACMR
2019-04-01,97092.0,15.46,15.46,15.73,15.02,ACMR
2019-04-02,49209.0,15.47,15.28,15.64,15.1916,ACMR
2019-04-03,82179.0,15.49,15.69,15.95,15.39,ACMR
2019-04-04,72943.0,15.84,15.84,16.0,15.28,ACMR
2019-04-05,52930.0,15.94,15.8,16.0,15.63,ACMR
2019-04-08,33016.0,15.79,15.54,15.79,15.3701,ACMR
2019-04-09,38547.0,15.53,15.15,15.7199,15.08,ACMR
2019-04-10,81781.0,15.33,15.35,15.609,14.92,ACMR
2019-04-11,18112.0,15.35,15.39,15.43,15.3,ACMR
2019-04-12,93700.0,15.62,15.56,16.11,15.1983,ACMR
2019-04-15,24824.0,15.61,15.44,15.61,15.2,ACMR
2019-04-16,220686.0,15.58,16.4,16.66,15.5,ACMR
2019-04-17,327180.0,16.66,17.51,17.84,16.405,ACMR
2019-04-18,215271.0,17.69,18.38,18.48,17.05,ACMR
2019-04-22,353640.0,18.58,16.36,19.4,15.61,ACMR
2019-04-23,126826.0,16.32,16.81,17.38,16.21,ACMR
2019-04-24,55318.0,16.86,16.75,17.4436,16.6,ACMR
2019-04-25,106302.0,16.74,15.99,16.82,15.8001,ACMR
2019-04-26,51817.0,16.07,16.27,16.39,15.99,ACMR
2019-04-29,89340.0,16.26,17.2,17.3,15.8101,ACMR
2019-04-30,73202.0,17.4,17.23,17.64,17.0183,ACMR
2019-05-01,42018.0,17.29,17.39,17.54,17.105,ACMR
2019-05-02,87454.0,17.23,17.95,18.26,17.05,ACMR
2019-05-03,59059.0,17.95,18.3,18.5,17.811,ACMR
2019-05-06,154939.0,18.12,18.32,18.5,16.947,ACMR
2019-05-07,112146.0,18.27,18.75,19.28,18.26,ACMR
2019-05-08,159388.0,19.2,18.42,19.5,18.0,ACMR
2019-05-09,116912.0,18.8,18.51,18.8889,17.19,ACMR
2019-05-10,77589.0,18.48,19.02,19.2,18.48,ACMR
2019-05-13,132699.0,18.97,18.72,19.08,18.1701,ACMR
2019-05-14,166382.0,18.92,19.84,20.0,18.75,ACMR
2019-05-15,208973.0,19.61,21.35,21.88,19.4,ACMR
2019-05-16,203681.0,21.5,18.94,21.75,18.7276,ACMR
2019-05-17,91778.0,18.66,19.24,19.65,18.66,ACMR
2019-05-20,126008.0,18.95,17.73,18.95,17.66,ACMR
2019-05-21,85522.0,17.98,18.24,18.46,17.78,ACMR
2019-05-22,109523.0,17.97,17.48,18.15,16.58,ACMR
2019-05-23,130256.0,17.28,17.64,17.79,16.55,ACMR
2019-05-24,34854.0,17.65,18.09,18.39,17.52,ACMR
2019-05-28,68189.0,18.29,18.66,19.08,18.12,ACMR
2019-05-29,56011.0,18.62,19.01,19.42,18.59,ACMR
2019-05-30,64193.0,19.13,18.95,19.54,18.61,ACMR
2019-05-31,58938.0,18.67,19.26,19.42,18.57,ACMR
2019-06-03,117677.0,19.3,18.46,19.6514,18.29,ACMR
2019-06-04,129870.0,18.59,18.7,18.82,17.75,ACMR
2019-06-05,112886.0,18.85,18.15,19.0,17.5716,ACMR
2019-06-06,99646.0,18.14,18.56,18.76,17.53,ACMR
2019-06-07,62914.0,18.62,18.46,18.87,18.25,ACMR
2019-06-10,85511.0,18.57,18.9,18.9,18.01,ACMR
2019-06-11,131840.0,18.99,18.29,19.1747,17.72,ACMR
2019-06-12,76801.0,18.16,18.21,18.37,17.8327,ACMR
2019-06-13,130976.0,18.21,17.49,18.38,17.0,ACMR
2019-06-14,92019.0,17.46,17.24,17.66,17.01,ACMR
2019-06-17,163828.0,17.2,16.73,17.2,16.51,ACMR
2019-06-18,209360.0,18.2,17.73,18.6299,17.37,ACMR
2019-06-19,132761.0,17.7,17.48,17.7,16.73,ACMR
2019-06-20,92555.0,17.57,16.93,17.66,16.87,ACMR
2019-06-21,149629.0,16.82,16.19,16.82,15.91,ACMR
2019-06-24,89610.0,16.19,16.27,16.57,15.93,ACMR
2019-06-25,121665.0,16.13,15.44,16.14,15.345,ACMR
2019-06-26,93380.0,15.66,15.64,15.9,15.25,ACMR
2019-06-27,150024.0,15.71,15.44,15.95,15.27,ACMR
2019-06-28,1054314.0,15.55,15.61,16.15,15.36,ACMR
2019-07-01,212857.0,16.07,17.78,17.89,16.07,ACMR
2019-07-02,92893.0,17.7,17.37,17.7,17.06,ACMR
2019-07-03,58018.0,17.34,17.28,17.51,16.99,ACMR
2019-07-05,121988.0,16.5,16.48,17.05,15.95,ACMR
2019-07-08,74636.0,16.43,16.88,17.01,16.26,ACMR
2019-07-09,46520.0,16.78,16.85,17.06,16.78,ACMR
2019-07-10,60529.0,16.95,16.82,17.26,16.64,ACMR
2019-07-11,41182.0,16.94,16.51,16.95,16.3427,ACMR
2019-07-12,76153.0,16.52,16.51,16.78,16.35,ACMR
2019-07-15,52882.0,16.56,16.52,16.95,16.06,ACMR
2019-07-16,59723.0,16.6,16.82,17.1,16.6,ACMR
2019-07-17,95834.0,16.87,17.32,17.3475,16.3,ACMR
2019-07-18,374210.0,17.36,19.03,19.1011,17.25,ACMR
2019-07-19,225286.0,18.9,18.26,19.0,17.85,ACMR
2019-07-22,72841.0,18.3,18.32,18.4,17.94,ACMR
2019-07-23,54757.0,18.35,18.17,18.44,17.93,ACMR
2019-07-24,62199.0,18.02,18.25,18.37,17.6217,ACMR
2019-07-25,34729.0,18.24,17.68,18.24,17.66,ACMR
2019-07-26,44155.0,17.86,17.79,18.15,17.77,ACMR
2019-07-29,48199.0,18.02,18.06,18.12,17.6,ACMR
2019-07-30,45373.0,17.91,17.49,18.05,17.46,ACMR
2019-07-31,58284.0,17.49,17.43,17.96,17.3502,ACMR
2019-08-01,256778.0,17.42,16.0,17.73,15.76,ACMR
2019-08-02,95383.0,15.97,16.0,16.46,15.9,ACMR
2019-08-05,74366.0,15.96,15.72,16.14,15.43,ACMR
2019-08-06,86563.0,15.98,15.84,16.23,15.44,ACMR
2019-08-07,63294.0,15.66,16.1,16.1,15.42,ACMR
2019-08-08,255301.0,17.97,17.82,18.0,16.92,ACMR
2019-08-09,76412.0,17.75,17.18,17.8399,16.92,ACMR
